;X;year.trail.area.plot;trail.area.plot;latitude;longitude;other_species_present_on_plot;date;surveyors;trail_name;sampling_area;plot;tread_condition_line_1;ease_of_progression_line_1;tread_condition_line_2;ease_of_progression_line_2;tread_condition_line_3;ease_of_progression_line_3;tread_condition_line_4;ease_of_progression_line_4;tread_condition_line_5;ease_of_progression_line_5;tread_condition_line_6;ease_of_progression_line_6;tread_condition_line_7;ease_of_progression_line_7;tread_condition_line_8;ease_of_progression_line_8;tread_condition_line_9;ease_of_progression_line_9;tread_condition_line_10;ease_of_progression_line_10;height_line1_25;height_line1_50;height_line1_100;height_line1_150;height_line2_25;height_line2_50;height_line2_100;height_line2_150cm;height_line3_25;height_line2_50cm;height_line2_100cm;height_line3_150cm;height_line4_25;height_line4_50cm;height_line4_100cm;height_line4_150cm;height_line5_25;height_line5_50cm;height_line5_100cm;height_line5_150cm;height_line6_25;height_line6_50cm;height_line6_100cm;height_line6_150cm;height_line7_25;height_line7_50cm;height_line7_100cm;height_line7_150cm;height_line8_25;height_line8_50cm;height_line8_100cm;height_line8_150cm;height_line9_;height_line9_50cm;height_line9_100cm;height_line9_150cm;height_line10_25;height_line10_50cm;height_line10_100cm;height_line10_150cm; lala; lala; lala
1754;Line 17;2017.serreta .50.1;serreta .50.1;38,7494678;-27,3334383;58 64 54 ;01/09/2017;Rui;serreta ;50;1;Mineral Soil;Technically hard/unpleasant;Organic Soil;Technically hard/unpleasant;Mineral Soil,Roots;Technically hard/unpleasant;Rock,Wood;Technically hard/unpleasant;Mineral Soil;Easy Medium;Mineral Soil;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil,Rock,Wood;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil;Technically hard/unpleasant;50;55;65;65;40;55;70;70;20;30;35;63;40;55;70;80;25;40;55;60;30;50;70;50;20;30;20;20;45;40;40;40;35;50;60;90;50;60;45;35;X25l8mf4;31;13
1755;Line 17;2017.serreta .50.1;serreta .50.1;38,7494678;-27,3334383;58 64 54 ;01/09/2017;Rui;serreta ;50;1;Mineral Soil;Technically hard/unpleasant;Organic Soil;Technically hard/unpleasant;Mineral Soil,Roots;Technically hard/unpleasant;Rock,Wood;Technically hard/unpleasant;Mineral Soil;Easy Medium;Mineral Soil;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil,Rock,Wood;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil;Technically hard/unpleasant;50;55;65;65;40;55;70;70;20;30;35;63;40;55;70;80;25;40;55;60;30;50;70;50;20;30;20;20;45;40;40;40;35;50;60;90;50;60;45;35;X50l8mf1;1;0
1756;Line 17;2017.serreta .50.1;serreta .50.1;38,7494678;-27,3334383;58 64 54 ;01/09/2017;Rui;serreta ;50;1;Mineral Soil;Technically hard/unpleasant;Organic Soil;Technically hard/unpleasant;Mineral Soil,Roots;Technically hard/unpleasant;Rock,Wood;Technically hard/unpleasant;Mineral Soil;Easy Medium;Mineral Soil;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil,Rock,Wood;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil;Technically hard/unpleasant;50;55;65;65;40;55;70;70;20;30;35;63;40;55;70;80;25;40;55;60;30;50;70;50;20;30;20;20;45;40;40;40;35;50;60;90;50;60;45;35;X100l8mf1;2;1
1757;Line 17;2017.serreta .50.1;serreta .50.1;38,7494678;-27,3334383;58 64 54 ;01/09/2017;Rui;serreta ;50;1;Mineral Soil;Technically hard/unpleasant;Organic Soil;Technically hard/unpleasant;Mineral Soil,Roots;Technically hard/unpleasant;Rock,Wood;Technically hard/unpleasant;Mineral Soil;Easy Medium;Mineral Soil;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil,Rock,Wood;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil;Technically hard/unpleasant;50;55;65;65;40;55;70;70;20;30;35;63;40;55;70;80;25;40;55;60;30;50;70;50;20;30;20;20;45;40;40;40;35;50;60;90;50;60;45;35;X100l8mf2;93;3
1758;Line 17;2017.serreta .50.1;serreta .50.1;38,7494678;-27,3334383;58 64 54 ;01/09/2017;Rui;serreta ;50;1;Mineral Soil;Technically hard/unpleasant;Organic Soil;Technically hard/unpleasant;Mineral Soil,Roots;Technically hard/unpleasant;Rock,Wood;Technically hard/unpleasant;Mineral Soil;Easy Medium;Mineral Soil;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil,Rock,Wood;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil;Technically hard/unpleasant;50;55;65;65;40;55;70;70;20;30;35;63;40;55;70;80;25;40;55;60;30;50;70;50;20;30;20;20;45;40;40;40;35;50;60;90;50;60;45;35;X100l8mf3;92;69
1759;Line 17;2017.serreta .50.1;serreta .50.1;38,7494678;-27,3334383;58 64 54 ;01/09/2017;Rui;serreta ;50;1;Mineral Soil;Technically hard/unpleasant;Organic Soil;Technically hard/unpleasant;Mineral Soil,Roots;Technically hard/unpleasant;Rock,Wood;Technically hard/unpleasant;Mineral Soil;Easy Medium;Mineral Soil;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil,Rock,Wood;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil;Technically hard/unpleasant;50;55;65;65;40;55;70;70;20;30;35;63;40;55;70;80;25;40;55;60;30;50;70;50;20;30;20;20;45;40;40;40;35;50;60;90;50;60;45;35;X150l8mf1;2;0
1760;Line 17;2017.serreta .50.1;serreta .50.1;38,7494678;-27,3334383;58 64 54 ;01/09/2017;Rui;serreta ;50;1;Mineral Soil;Technically hard/unpleasant;Organic Soil;Technically hard/unpleasant;Mineral Soil,Roots;Technically hard/unpleasant;Rock,Wood;Technically hard/unpleasant;Mineral Soil;Easy Medium;Mineral Soil;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil,Rock,Wood;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil;Technically hard/unpleasant;50;55;65;65;40;55;70;70;20;30;35;63;40;55;70;80;25;40;55;60;30;50;70;50;20;30;20;20;45;40;40;40;35;50;60;90;50;60;45;35;X150l8mf2;53;3
1761;Line 17;2017.serreta .50.1;serreta .50.1;38,7494678;-27,3334383;58 64 54 ;01/09/2017;Rui;serreta ;50;1;Mineral Soil;Technically hard/unpleasant;Organic Soil;Technically hard/unpleasant;Mineral Soil,Roots;Technically hard/unpleasant;Rock,Wood;Technically hard/unpleasant;Mineral Soil;Easy Medium;Mineral Soil;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil,Rock,Wood;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil;Technically hard/unpleasant;50;55;65;65;40;55;70;70;20;30;35;63;40;55;70;80;25;40;55;60;30;50;70;50;20;30;20;20;45;40;40;40;35;50;60;90;50;60;45;35;X150l8mf3;95;74
1762;Line 17;2017.serreta .50.1;serreta .50.1;38,7494678;-27,3334383;58 64 54 ;01/09/2017;Rui;serreta ;50;1;Mineral Soil;Technically hard/unpleasant;Organic Soil;Technically hard/unpleasant;Mineral Soil,Roots;Technically hard/unpleasant;Rock,Wood;Technically hard/unpleasant;Mineral Soil;Easy Medium;Mineral Soil;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil,Rock,Wood;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil;Technically hard/unpleasant;50;55;65;65;40;55;70;70;20;30;35;63;40;55;70;80;25;40;55;60;30;50;70;50;20;30;20;20;45;40;40;40;35;50;60;90;50;60;45;35;X150l8mf4;58;100
1763;Line 17;2017.serreta .50.1;serreta .50.1;38,7494678;-27,3334383;58 64 54 ;01/09/2017;Rui;serreta ;50;1;Mineral Soil;Technically hard/unpleasant;Organic Soil;Technically hard/unpleasant;Mineral Soil,Roots;Technically hard/unpleasant;Rock,Wood;Technically hard/unpleasant;Mineral Soil;Easy Medium;Mineral Soil;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil,Rock,Wood;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil;Technically hard/unpleasant;50;55;65;65;40;55;70;70;20;30;35;63;40;55;70;80;25;40;55;60;30;50;70;50;20;30;20;20;45;40;40;40;35;50;60;90;50;60;45;35;X25l9mf1;1;0
1764;Line 17;2017.serreta .50.1;serreta .50.1;38,7494678;-27,3334383;58 64 54 ;01/09/2017;Rui;serreta ;50;1;Mineral Soil;Technically hard/unpleasant;Organic Soil;Technically hard/unpleasant;Mineral Soil,Roots;Technically hard/unpleasant;Rock,Wood;Technically hard/unpleasant;Mineral Soil;Easy Medium;Mineral Soil;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil,Rock,Wood;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil;Technically hard/unpleasant;50;55;65;65;40;55;70;70;20;30;35;63;40;55;70;80;25;40;55;60;30;50;70;50;20;30;20;20;45;40;40;40;35;50;60;90;50;60;45;35;X50l9mf1;2;0
1765;Line 17;2017.serreta .50.1;serreta .50.1;38,7494678;-27,3334383;58 64 54 ;01/09/2017;Rui;serreta ;50;1;Mineral Soil;Technically hard/unpleasant;Organic Soil;Technically hard/unpleasant;Mineral Soil,Roots;Technically hard/unpleasant;Rock,Wood;Technically hard/unpleasant;Mineral Soil;Easy Medium;Mineral Soil;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil,Rock,Wood;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil;Technically hard/unpleasant;50;55;65;65;40;55;70;70;20;30;35;63;40;55;70;80;25;40;55;60;30;50;70;50;20;30;20;20;45;40;40;40;35;50;60;90;50;60;45;35;X100l9mf1;3;0
1766;Line 17;2017.serreta .50.1;serreta .50.1;38,7494678;-27,3334383;58 64 54 ;01/09/2017;Rui;serreta ;50;1;Mineral Soil;Technically hard/unpleasant;Organic Soil;Technically hard/unpleasant;Mineral Soil,Roots;Technically hard/unpleasant;Rock,Wood;Technically hard/unpleasant;Mineral Soil;Easy Medium;Mineral Soil;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil,Rock,Wood;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil;Technically hard/unpleasant;50;55;65;65;40;55;70;70;20;30;35;63;40;55;70;80;25;40;55;60;30;50;70;50;20;30;20;20;45;40;40;40;35;50;60;90;50;60;45;35;X150l9mf1;4;0
1767;Line 17;2017.serreta .50.1;serreta .50.1;38,7494678;-27,3334383;58 64 54 ;01/09/2017;Rui;serreta ;50;1;Mineral Soil;Technically hard/unpleasant;Organic Soil;Technically hard/unpleasant;Mineral Soil,Roots;Technically hard/unpleasant;Rock,Wood;Technically hard/unpleasant;Mineral Soil;Easy Medium;Mineral Soil;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil,Rock,Wood;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil;Technically hard/unpleasant;50;55;65;65;40;55;70;70;20;30;35;63;40;55;70;80;25;40;55;60;30;50;70;50;20;30;20;20;45;40;40;40;35;50;60;90;50;60;45;35;X150l9mf2;67;42
1768;Line 17;2017.serreta .50.1;serreta .50.1;38,7494678;-27,3334383;58 64 54 ;01/09/2017;Rui;serreta ;50;1;Mineral Soil;Technically hard/unpleasant;Organic Soil;Technically hard/unpleasant;Mineral Soil,Roots;Technically hard/unpleasant;Rock,Wood;Technically hard/unpleasant;Mineral Soil;Easy Medium;Mineral Soil;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil,Rock,Wood;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil;Technically hard/unpleasant;50;55;65;65;40;55;70;70;20;30;35;63;40;55;70;80;25;40;55;60;30;50;70;50;20;30;20;20;45;40;40;40;35;50;60;90;50;60;45;35;X150l9mf3;52;91
1769;Line 17;2017.serreta .50.1;serreta .50.1;38,7494678;-27,3334383;58 64 54 ;01/09/2017;Rui;serreta ;50;1;Mineral Soil;Technically hard/unpleasant;Organic Soil;Technically hard/unpleasant;Mineral Soil,Roots;Technically hard/unpleasant;Rock,Wood;Technically hard/unpleasant;Mineral Soil;Easy Medium;Mineral Soil;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil,Rock,Wood;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil;Technically hard/unpleasant;50;55;65;65;40;55;70;70;20;30;35;63;40;55;70;80;25;40;55;60;30;50;70;50;20;30;20;20;45;40;40;40;35;50;60;90;50;60;45;35;X25l10mf1;2;0
1770;Line 17;2017.serreta .50.1;serreta .50.1;38,7494678;-27,3334383;58 64 54 ;01/09/2017;Rui;serreta ;50;1;Mineral Soil;Technically hard/unpleasant;Organic Soil;Technically hard/unpleasant;Mineral Soil,Roots;Technically hard/unpleasant;Rock,Wood;Technically hard/unpleasant;Mineral Soil;Easy Medium;Mineral Soil;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil,Rock,Wood;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil;Technically hard/unpleasant;50;55;65;65;40;55;70;70;20;30;35;63;40;55;70;80;25;40;55;60;30;50;70;50;20;30;20;20;45;40;40;40;35;50;60;90;50;60;45;35;X25l10mf2;52;64
1771;Line 17;2017.serreta .50.1;serreta .50.1;38,7494678;-27,3334383;58 64 54 ;01/09/2017;Rui;serreta ;50;1;Mineral Soil;Technically hard/unpleasant;Organic Soil;Technically hard/unpleasant;Mineral Soil,Roots;Technically hard/unpleasant;Rock,Wood;Technically hard/unpleasant;Mineral Soil;Easy Medium;Mineral Soil;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil,Rock,Wood;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil;Technically hard/unpleasant;50;55;65;65;40;55;70;70;20;30;35;63;40;55;70;80;25;40;55;60;30;50;70;50;20;30;20;20;45;40;40;40;35;50;60;90;50;60;45;35;X50l10mf1;2;0
1772;Line 17;2017.serreta .50.1;serreta .50.1;38,7494678;-27,3334383;58 64 54 ;01/09/2017;Rui;serreta ;50;1;Mineral Soil;Technically hard/unpleasant;Organic Soil;Technically hard/unpleasant;Mineral Soil,Roots;Technically hard/unpleasant;Rock,Wood;Technically hard/unpleasant;Mineral Soil;Easy Medium;Mineral Soil;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil,Rock,Wood;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil;Technically hard/unpleasant;50;55;65;65;40;55;70;70;20;30;35;63;40;55;70;80;25;40;55;60;30;50;70;50;20;30;20;20;45;40;40;40;35;50;60;90;50;60;45;35;X50l10mf2;67;23
1773;Line 17;2017.serreta .50.1;serreta .50.1;38,7494678;-27,3334383;58 64 54 ;01/09/2017;Rui;serreta ;50;1;Mineral Soil;Technically hard/unpleasant;Organic Soil;Technically hard/unpleasant;Mineral Soil,Roots;Technically hard/unpleasant;Rock,Wood;Technically hard/unpleasant;Mineral Soil;Easy Medium;Mineral Soil;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil,Rock,Wood;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil;Technically hard/unpleasant;50;55;65;65;40;55;70;70;20;30;35;63;40;55;70;80;25;40;55;60;30;50;70;50;20;30;20;20;45;40;40;40;35;50;60;90;50;60;45;35;X50l10mf3;52;51
1774;Line 17;2017.serreta .50.1;serreta .50.1;38,7494678;-27,3334383;58 64 54 ;01/09/2017;Rui;serreta ;50;1;Mineral Soil;Technically hard/unpleasant;Organic Soil;Technically hard/unpleasant;Mineral Soil,Roots;Technically hard/unpleasant;Rock,Wood;Technically hard/unpleasant;Mineral Soil;Easy Medium;Mineral Soil;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil,Rock,Wood;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil;Technically hard/unpleasant;50;55;65;65;40;55;70;70;20;30;35;63;40;55;70;80;25;40;55;60;30;50;70;50;20;30;20;20;45;40;40;40;35;50;60;90;50;60;45;35;X100l10mf1;2;0
1775;Line 17;2017.serreta .50.1;serreta .50.1;38,7494678;-27,3334383;58 64 54 ;01/09/2017;Rui;serreta ;50;1;Mineral Soil;Technically hard/unpleasant;Organic Soil;Technically hard/unpleasant;Mineral Soil,Roots;Technically hard/unpleasant;Rock,Wood;Technically hard/unpleasant;Mineral Soil;Easy Medium;Mineral Soil;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil,Rock,Wood;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil;Technically hard/unpleasant;50;55;65;65;40;55;70;70;20;30;35;63;40;55;70;80;25;40;55;60;30;50;70;50;20;30;20;20;45;40;40;40;35;50;60;90;50;60;45;35;X150l10mf1;1;0
1776;Line 17;2017.serreta .50.1;serreta .50.1;38,7494678;-27,3334383;58 64 54 ;01/09/2017;Rui;serreta ;50;1;Mineral Soil;Technically hard/unpleasant;Organic Soil;Technically hard/unpleasant;Mineral Soil,Roots;Technically hard/unpleasant;Rock,Wood;Technically hard/unpleasant;Mineral Soil;Easy Medium;Mineral Soil;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil,Rock,Wood;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil;Technically hard/unpleasant;50;55;65;65;40;55;70;70;20;30;35;63;40;55;70;80;25;40;55;60;30;50;70;50;20;30;20;20;45;40;40;40;35;50;60;90;50;60;45;35;X150l10mf2;67;55
181;Line 18;2017.serreta .50.2;serreta .50.2;38,7494394;-27,3333486;32 51 53;09/10/2017;Rui;serreta ;50;2;Mineral Soil;Technically hard/unpleasant;Organic Soil;Technically hard/unpleasant;Mineral Soil,Roots;Technically hard/unpleasant;Rock,Wood;Technically hard/unpleasant;Mineral Soil;Easy Medium;Mineral Soil;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil,Rock,Wood;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil;Technically hard/unpleasant;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;X50l1mf1;2;0
182;Line 18;2017.serreta .50.2;serreta .50.2;38,7494394;-27,3333486;32 51 53;09/10/2017;Rui;serreta ;50;2;Mineral Soil;Technically hard/unpleasant;Organic Soil;Technically hard/unpleasant;Mineral Soil,Roots;Technically hard/unpleasant;Rock,Wood;Technically hard/unpleasant;Mineral Soil;Easy Medium;Mineral Soil;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil,Rock,Wood;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil;Technically hard/unpleasant;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;X50l1mf2;95;68
183;Line 18;2017.serreta .50.2;serreta .50.2;38,7494394;-27,3333486;32 51 53;09/10/2017;Rui;serreta ;50;2;Mineral Soil;Technically hard/unpleasant;Organic Soil;Technically hard/unpleasant;Mineral Soil,Roots;Technically hard/unpleasant;Rock,Wood;Technically hard/unpleasant;Mineral Soil;Easy Medium;Mineral Soil;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil,Rock,Wood;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil;Technically hard/unpleasant;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;X50l1mf3;55;70
184;Line 18;2017.serreta .50.2;serreta .50.2;38,7494394;-27,3333486;32 51 53;09/10/2017;Rui;serreta ;50;2;Mineral Soil;Technically hard/unpleasant;Organic Soil;Technically hard/unpleasant;Mineral Soil,Roots;Technically hard/unpleasant;Rock,Wood;Technically hard/unpleasant;Mineral Soil;Easy Medium;Mineral Soil;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil,Rock,Wood;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil;Technically hard/unpleasant;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;X100l1mf1;2;9
185;Line 18;2017.serreta .50.2;serreta .50.2;38,7494394;-27,3333486;32 51 53;09/10/2017;Rui;serreta ;50;2;Mineral Soil;Technically hard/unpleasant;Organic Soil;Technically hard/unpleasant;Mineral Soil,Roots;Technically hard/unpleasant;Rock,Wood;Technically hard/unpleasant;Mineral Soil;Easy Medium;Mineral Soil;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil,Rock,Wood;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil;Technically hard/unpleasant;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;X100l1mf2;4;11
186;Line 18;2017.serreta .50.2;serreta .50.2;38,7494394;-27,3333486;32 51 53;09/10/2017;Rui;serreta ;50;2;Mineral Soil;Technically hard/unpleasant;Organic Soil;Technically hard/unpleasant;Mineral Soil,Roots;Technically hard/unpleasant;Rock,Wood;Technically hard/unpleasant;Mineral Soil;Easy Medium;Mineral Soil;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil,Rock,Wood;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil;Technically hard/unpleasant;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;X100l1mf3;95;85
187;Line 18;2017.serreta .50.2;serreta .50.2;38,7494394;-27,3333486;32 51 53;09/10/2017;Rui;serreta ;50;2;Mineral Soil;Technically hard/unpleasant;Organic Soil;Technically hard/unpleasant;Mineral Soil,Roots;Technically hard/unpleasant;Rock,Wood;Technically hard/unpleasant;Mineral Soil;Easy Medium;Mineral Soil;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil,Rock,Wood;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil;Technically hard/unpleasant;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;X150l1mf1;2;4
188;Line 18;2017.serreta .50.2;serreta .50.2;38,7494394;-27,3333486;32 51 53;09/10/2017;Rui;serreta ;50;2;Mineral Soil;Technically hard/unpleasant;Organic Soil;Technically hard/unpleasant;Mineral Soil,Roots;Technically hard/unpleasant;Rock,Wood;Technically hard/unpleasant;Mineral Soil;Easy Medium;Mineral Soil;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil,Rock,Wood;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil;Technically hard/unpleasant;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;X150l1mf2;95;64
189;Line 18;2017.serreta .50.2;serreta .50.2;38,7494394;-27,3333486;32 51 53;09/10/2017;Rui;serreta ;50;2;Mineral Soil;Technically hard/unpleasant;Organic Soil;Technically hard/unpleasant;Mineral Soil,Roots;Technically hard/unpleasant;Rock,Wood;Technically hard/unpleasant;Mineral Soil;Easy Medium;Mineral Soil;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil,Rock,Wood;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil;Technically hard/unpleasant;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;X50l2mf1;2;0
1810;Line 18;2017.serreta .50.2;serreta .50.2;38,7494394;-27,3333486;32 51 53;09/10/2017;Rui;serreta ;50;2;Mineral Soil;Technically hard/unpleasant;Organic Soil;Technically hard/unpleasant;Mineral Soil,Roots;Technically hard/unpleasant;Rock,Wood;Technically hard/unpleasant;Mineral Soil;Easy Medium;Mineral Soil;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil,Rock,Wood;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil;Technically hard/unpleasant;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;X50l2mf2;93;3
1811;Line 18;2017.serreta .50.2;serreta .50.2;38,7494394;-27,3333486;32 51 53;09/10/2017;Rui;serreta ;50;2;Mineral Soil;Technically hard/unpleasant;Organic Soil;Technically hard/unpleasant;Mineral Soil,Roots;Technically hard/unpleasant;Rock,Wood;Technically hard/unpleasant;Mineral Soil;Easy Medium;Mineral Soil;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil,Rock,Wood;Technically hard/unpleasant;Mineral Soil,Rock;Technically hard/unpleasant;Mineral Soil;Technically hard/unpleasant;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;X50l2mf3;55;33
